"year","age","male","educ","log_nrooms","log_landval","n_business","prop_hhmig","prop_cmig","log_npop","prop_self","prop_agri","prop_lessminwage"
1987,30,0,7,0,0,0,0.3333333,0.0815451,10.30895,0.4453,0.40405,13.67292
1996,19,0,13,0,8.276063,0,0.6666667,0.1566524,10.64542,0.3636,0.29965,13.01652
1985,24,0,12,0,0,0,0,0.0629471,10.30895,0.4453,0.40405,13.7792
1985,29,1,6,0,0,0,1,0.0629471,10.30895,0.4453,0.40405,13.7792
1991,17,0,0,0,0,0,0.5,0.1618037,6.907755,0.3636,0.29965,13.11097
1979,17,1,2,0,0,0,0,0.0450928,6.907755,0.4326,0.50845,14.56347
1979,24,1,3,0,8.563682,0,0,0.0450928,6.907755,0.4326,0.50845,14.56347
1993,29,1,6,1.098612,0,0,0,0.1976127,6.907755,0.3636,0.29965,13.02523
1993,30,1,2,1.098612,9.479857,0,0,0.1976127,6.907755,0.3636,0.29965,13.02523
1985,17,0,9,1.791759,0,0,0,0.0981432,6.907755,0.4453,0.40405,13.7792
1989,19,0,12,1.791759,0,0,0.3333333,0.132626,6.907755,0.4453,0.40405,13.40105
1992,18,0,9,1.791759,0,0,0.6666667,0.1777188,6.907755,0.3636,0.29965,13.07149
1981,43,1,6,1.609438,0,0,0,0.0649867,6.907755,0.4453,0.40405,13.62066
1987,21,0,9,1.609438,0,0,0.1666667,0.1114058,6.907755,0.4453,0.40405,13.67292
1991,27,0,9,1.609438,0,0,0.8333333,0.1618037,6.907755,0.3636,0.29965,13.11097
1991,21,0,12,1.609438,0,0,0.3333333,0.1618037,6.907755,0.3636,0.29965,13.11097
1991,23,0,12,1.609438,0,0,0.8333333,0.1618037,6.907755,0.3636,0.29965,13.11097
1994,19,1,9,1.609438,0,0,0.8333333,0.2135279,6.907755,0.3636,0.29965,13.02538
1975,30,0,5,0,0,0,0.5,0.0251989,6.907755,0.4326,0.50845,14.75543
1978,23,1,6,1.386294,0,0,0,0.0318302,6.907755,0.4326,0.50845,14.94865
1989,25,0,4,1.609438,0,0,0,0.132626,6.907755,0.4453,0.40405,13.40105
1989,17,0,6,1.609438,0,0,0.6666667,0.132626,6.907755,0.4453,0.40405,13.40105
1994,17,0,3,1.609438,0,0,0.6666667,0.2135279,6.907755,0.3636,0.29965,13.02538
1979,36,1,0,1.609438,8.969083,0,0,0.0450928,6.907755,0.4326,0.50845,14.56347
1982,17,1,11,1.609438,8.969083,0,0.3333333,0.0755968,6.907755,0.4453,0.40405,13.776
1990,17,1,9,1.609438,8.969083,0,0.6666667,0.1472149,6.907755,0.3636,0.29965,13.18839
1982,22,1,0,0.6931472,9.885297,0,0,0.0755968,6.907755,0.4453,0.40405,13.776
1985,17,0,9,0,0,0,0,0.0981432,6.907755,0.4453,0.40405,13.7792
1987,35,0,0,0,0,0,0.2,0.1114058,6.907755,0.4453,0.40405,13.67292
1989,17,1,5,0,0,0,0.4,0.132626,6.907755,0.4453,0.40405,13.40105
1990,17,0,9,0,0,0,0.6,0.1472149,6.907755,0.3636,0.29965,13.18839
1993,19,0,8,0,0,0,0.8,0.1976127,6.907755,0.3636,0.29965,13.02523
1976,39,1,4,1.609438,9.123215,0,0,0.0278515,6.907755,0.4326,0.50845,14.82917
1981,18,0,12,1.609438,9.123215,0,0.8,0.0649867,6.907755,0.4453,0.40405,13.62066
1981,41,0,1,1.609438,9.123215,0,0.2,0.0649867,6.907755,0.4453,0.40405,13.62066
1981,16,1,9,1.609438,9.123215,0,0.8,0.0649867,6.907755,0.4453,0.40405,13.62066
1989,20,0,6,1.609438,9.123215,0,0.8,0.132626,6.907755,0.4453,0.40405,13.40105
1972,15,1,0,1.791759,0,0,0,0.0198939,6.907755,0.4326,0.50845,15.65455
1990,29,0,9,1.791759,0,0,0.3333333,0.1472149,6.907755,0.3636,0.29965,13.18839
1992,25,1,6,1.791759,8.563682,0,0.6666667,0.1777188,6.907755,0.3636,0.29965,13.07149
1982,34,1,0,1.386294,0,0,0,0.0755968,6.907755,0.4453,0.40405,13.776
1992,17,0,9,1.386294,0,0,0.3333333,0.1777188,6.907755,0.3636,0.29965,13.07149
1993,17,0,6,1.386294,6.485575,0,0.6666667,0.1976127,6.907755,0.3636,0.29965,13.02523
1980,28,1,6,0,8.681443,0,0,0.0530504,6.907755,0.4453,0.40405,13.73002
1983,25,1,6,0,8.681443,0,0.5,0.0875332,6.907755,0.4453,0.40405,13.93506
1984,23,1,6,1.098612,0,0,0,0.0888594,6.907755,0.4453,0.40405,13.8887
1980,20,0,3,1.791759,8.233514,0,0,0.0530504,6.907755,0.4453,0.40405,13.73002
1985,18,1,3,1.791759,8.233514,0,0.5,0.0981432,6.907755,0.4453,0.40405,13.7792
1978,20,1,2,0,0,0,0,0.0318302,6.907755,0.4326,0.50845,14.94865
1982,23,0,6,1.386294,8.276063,0,0,0.0755968,6.907755,0.4453,0.40405,13.776
1977,39,1,3,2.079442,7.177959,0,0,0.0291777,6.907755,0.4326,0.50845,14.94673
1984,36,0,1,0,0,0,0,0.0888594,6.907755,0.4453,0.40405,13.8887
1981,25,1,9,0,0,0,0,0.0649867,6.907755,0.4453,0.40405,13.62066
1987,43,1,0,0,0,0,0,0.1114058,6.907755,0.4453,0.40405,13.67292
1970,16,1,3,1.791759,9.123215,0,0,0.0172414,6.907755,0.4326,0.50845,14.69026
1979,23,0,6,1.791759,9.123215,0,0.125,0.0450928,6.907755,0.4326,0.50845,14.56347
1980,20,0,9,1.791759,9.123215,0,0.25,0.0530504,6.907755,0.4453,0.40405,13.73002
1981,23,1,8,1.791759,9.123215,0,0.375,0.0649867,6.907755,0.4453,0.40405,13.62066
1992,30,0,9,1.791759,9.123215,0,0.75,0.1777188,6.907755,0.3636,0.29965,13.07149
1992,28,1,9,1.791759,9.123215,0,0.5,0.1777188,6.907755,0.3636,0.29965,13.07149
1993,21,1,7,1.791759,9.123215,0,0.75,0.1976127,6.907755,0.3636,0.29965,13.02523
1993,41,0,6,1.791759,9.123215,0,1,0.1976127,6.907755,0.3636,0.29965,13.02523
1982,17,1,11,0,0,0,0.5,0.0755968,6.907755,0.4453,0.40405,13.776
1988,24,0,6,1.609438,8.093792,1,0,0.1206897,6.907755,0.4453,0.40405,13.52272
1989,31,1,3,1.609438,8.093792,1,0.25,0.132626,6.907755,0.4453,0.40405,13.40105
1990,20,0,9,1.609438,8.093792,1,0.5,0.1472149,6.907755,0.3636,0.29965,13.18839
1991,25,0,6,1.609438,8.093792,1,0.75,0.1618037,6.907755,0.3636,0.29965,13.11097
1982,20,1,8,0,0,0,0,0.0755968,6.907755,0.4453,0.40405,13.776
1978,32,1,0,1.098612,0,0,0,0.0318302,6.907755,0.4326,0.50845,14.94865
1981,19,1,8,1.098612,0,0,0.3333333,0.0649867,6.907755,0.4453,0.40405,13.62066
1987,47,1,0,1.098612,0,0,0.6666667,0.1114058,6.907755,0.4453,0.40405,13.67292
1979,27,1,4,0,9.317352,0,0,0.0450928,6.907755,0.4326,0.50845,14.56347
1980,23,1,2,0,0,0,0,0.0530504,6.907755,0.4453,0.40405,13.73002
1966,23,1,6,1.098612,9.779943,0,0,0.0132626,6.907755,0.4798,0.675,14.2437
1978,18,1,1,1.94591,10.17297,0,0,0.0318302,6.907755,0.4326,0.50845,14.94865
1978,21,1,1,1.94591,10.17297,0,0.25,0.0318302,6.907755,0.4326,0.50845,14.94865
1982,16,1,6,1.94591,10.17297,0,0.25,0.0755968,6.907755,0.4453,0.40405,13.776
1987,20,1,6,1.94591,10.17297,0,0.375,0.1114058,6.907755,0.4453,0.40405,13.67292
1988,20,1,9,1.94591,10.17297,0,0.5,0.1206897,6.907755,0.4453,0.40405,13.52272
1990,19,1,5,1.94591,10.17297,0,0.625,0.1472149,6.907755,0.3636,0.29965,13.18839
1992,29,0,6,1.94591,10.17297,1,0.75,0.1777188,6.907755,0.3636,0.29965,13.07149
1993,29,1,6,1.94591,10.17297,1,0.875,0.1976127,6.907755,0.3636,0.29965,13.02523
1994,27,1,3,1.098612,0,0,0,0.2135279,6.907755,0.3636,0.29965,13.02538
1994,23,1,5,1.098612,0,0,1,0.2135279,6.907755,0.3636,0.29965,13.02538
1985,20,1,9,0,0,0,0.5,0.0981432,6.907755,0.4453,0.40405,13.7792
1986,21,0,6,1.609438,9.0297,1,0,0.1047745,6.907755,0.4453,0.40405,13.90484
1987,16,1,9,1.609438,9.0297,1,0.2,0.1114058,6.907755,0.4453,0.40405,13.67292
1988,25,0,9,1.609438,9.0297,1,0.4,0.1206897,6.907755,0.4453,0.40405,13.52272
1990,17,0,6,1.609438,9.0297,1,0.6,0.1472149,6.907755,0.3636,0.29965,13.18839
1991,16,1,9,1.609438,9.0297,1,0.8,0.1618037,6.907755,0.3636,0.29965,13.11097
1977,20,1,3,1.386294,9.287501,0,0,0.0291777,6.907755,0.4326,0.50845,14.94673
1993,18,1,6,1.386294,9.287501,0,0.3333333,0.1976127,6.907755,0.3636,0.29965,13.02523
1994,18,1,6,1.386294,9.287501,0,0.6666667,0.2135279,6.907755,0.3636,0.29965,13.02538
1978,25,1,2,0,0,0,0,0.0318302,6.907755,0.4326,0.50845,14.94865
1994,19,1,5,0,0,0,0.5,0.2135279,6.907755,0.3636,0.29965,13.02538
1978,21,1,1,0,0,0,0,0.0318302,6.907755,0.4326,0.50845,14.94865
1986,26,1,16,1.609438,0,0,0,0.1047745,6.907755,0.4453,0.40405,13.90484
1978,37,1,4,0,0,0,0,0.0318302,6.907755,0.4326,0.50845,14.94865
1980,18,1,6,0,0,0,0.1428571,0.0530504,6.907755,0.4453,0.40405,13.73002
1986,19,1,9,0,0,0,0.2857143,0.1047745,6.907755,0.4453,0.40405,13.90484
1991,22,1,9,0,0,0,0.4285714,0.1618037,6.907755,0.3636,0.29965,13.11097
1992,20,1,9,0,0,0,0.5714286,0.1777188,6.907755,0.3636,0.29965,13.07149
1994,28,1,9,0,0,0,1,0.2135279,6.907755,0.3636,0.29965,13.02538
1994,21,1,9,0,0,0,0.7142857,0.2135279,6.907755,0.3636,0.29965,13.02538
1984,18,1,9,1.94591,9.702986,0,0,0.0888594,6.907755,0.4453,0.40405,13.8887
1991,19,1,9,1.94591,9.702986,0,0.3333333,0.1618037,6.907755,0.3636,0.29965,13.11097
1993,23,0,12,1.94591,9.702986,0,0.6666667,0.1976127,6.907755,0.3636,0.29965,13.02523
1979,44,1,0,1.386294,0,0,0,0.0450928,6.907755,0.4326,0.50845,14.56347
1991,17,1,6,1.386294,9.317352,0,0,0.1618037,6.907755,0.3636,0.29965,13.11097
1994,18,1,6,1.386294,9.317352,0,0.5,0.2135279,6.907755,0.3636,0.29965,13.02538
1984,34,1,6,2.197225,9.272236,1,0,0.0888594,6.907755,0.4453,0.40405,13.8887
1984,30,0,5,2.197225,9.272236,1,1,0.0888594,6.907755,0.4453,0.40405,13.8887
1990,20,1,9,0,0,0,0.5,0.1472149,6.907755,0.3636,0.29965,13.18839
1990,16,1,6,0,0,0,0,0.1472149,6.907755,0.3636,0.29965,13.18839
1994,22,0,6,0,0,0,0.5,0.2135279,6.907755,0.3636,0.29965,13.02538
1980,25,1,2,0,9.317352,0,0,0.0530504,6.907755,0.4453,0.40405,13.73002
1989,16,0,9,0,9.317352,0,0.3333333,0.132626,6.907755,0.4453,0.40405,13.40105
1992,16,1,6,0,9.317352,0,0.6666667,0.1777188,6.907755,0.3636,0.29965,13.07149
1994,18,0,6,0,7.870725,0,0.5,0.2135279,6.907755,0.3636,0.29965,13.02538
1980,54,1,0,1.098612,8.093792,0,0,0.0530504,6.907755,0.4453,0.40405,13.73002
1989,39,0,5,1.098612,8.093792,0,0.5,0.132626,6.907755,0.4453,0.40405,13.40105
1990,18,1,9,1.386294,0,0,0,0.1472149,6.907755,0.3636,0.29965,13.18839
1972,31,1,2,0,0,0,0,0.0198939,6.907755,0.4326,0.50845,15.65455
1980,37,0,3,0,0,0,0.25,0.0530504,6.907755,0.4453,0.40405,13.73002
1989,19,1,7,0,0,0,0.5,0.132626,6.907755,0.4453,0.40405,13.40105
1992,19,1,6,0,8.430177,0,0.75,0.1777188,6.907755,0.3636,0.29965,13.07149
1981,50,1,3,1.386294,9.086851,0,0,0.0649867,6.907755,0.4453,0.40405,13.62066
1988,19,1,9,1.386294,9.086851,0,0.875,0.1206897,6.907755,0.4453,0.40405,13.52272
1988,23,0,6,1.386294,9.086851,0,0.875,0.1206897,6.907755,0.4453,0.40405,13.52272
1988,16,0,6,1.386294,9.086851,0,0.125,0.1206897,6.907755,0.4453,0.40405,13.52272
1988,25,0,3,1.386294,9.086851,0,0.875,0.1206897,6.907755,0.4453,0.40405,13.52272
1988,35,1,6,1.386294,9.086851,0,0.875,0.1206897,6.907755,0.4453,0.40405,13.52272
1988,28,1,6,1.386294,9.086851,0,0.875,0.1206897,6.907755,0.4453,0.40405,13.52272
1990,15,0,9,1.386294,9.086851,0,0.875,0.1472149,6.907755,0.3636,0.29965,13.18839
1970,26,1,4,1.386294,0,0,0,0.0172414,6.907755,0.4326,0.50845,14.69026
1978,17,1,3,0,0,0,0.1666667,0.0318302,6.907755,0.4326,0.50845,14.94865
1980,16,0,4,0,7.40095,0,0.3333333,0.0530504,6.907755,0.4453,0.40405,13.73002
1992,22,1,4,0,7.40095,0,0.5,0.1777188,6.907755,0.3636,0.29965,13.07149
1993,21,1,5,1.791759,7.40095,0,0.6666667,0.1976127,6.907755,0.3636,0.29965,13.02523
1992,16,1,6,1.098612,8.093792,0,0,0.1777188,6.907755,0.3636,0.29965,13.07149
1992,21,1,6,0,0,0,1,0.1777188,6.907755,0.3636,0.29965,13.07149
1992,24,0,6,1.609438,9.009899,0,0.3333333,0.1777188,6.907755,0.3636,0.29965,13.07149
1986,20,1,9,0,0,1,0,0.1047745,6.907755,0.4453,0.40405,13.90484
1984,16,1,5,0,0,0,0,0.0888594,6.907755,0.4453,0.40405,13.8887
1985,18,0,4,0,0,0,0.5,0.0981432,6.907755,0.4453,0.40405,13.7792
1968,25,1,2,1.386294,11.12065,0,0,0.0159151,6.907755,0.4798,0.675,14.54793
1984,20,1,6,0,0,0,0,0.0888594,6.907755,0.4453,0.40405,13.8887
1974,24,1,1,0,9.192201,0,0.4,0.0225464,6.907755,0.4326,0.50845,14.87976
1974,48,1,1,0,9.192201,0,0,0.0225464,6.907755,0.4326,0.50845,14.87976
1982,26,1,3,0,9.192201,0,0.4,0.0755968,6.907755,0.4453,0.40405,13.776
1987,33,0,1,1.098612,9.192201,0,0.6,0.1114058,6.907755,0.4453,0.40405,13.67292
1989,37,0,1,1.098612,9.192201,0,0.8,0.132626,6.907755,0.4453,0.40405,13.40105
1975,29,1,0,1.791759,0,0,0,0.0251989,6.907755,0.4326,0.50845,14.75543
1986,15,0,9,1.791759,0,0,0.2,0.1047745,6.907755,0.4453,0.40405,13.90484
1989,16,1,9,1.791759,0,0,0.4,0.132626,6.907755,0.4453,0.40405,13.40105
1990,15,0,9,1.791759,8.093792,0,0.6,0.1472149,6.907755,0.3636,0.29965,13.18839
1993,16,0,9,1.791759,8.093792,0,0.8,0.1976127,6.907755,0.3636,0.29965,13.02523
1994,25,1,11,0,0,0,0,0.2135279,6.907755,0.3636,0.29965,13.02538
1982,42,0,0,0,0,0,0.1428571,0.0755968,6.907755,0.4453,0.40405,13.776
1991,23,0,9,1.94591,0,0,0.2857143,0.1618037,6.907755,0.3636,0.29965,13.11097
1992,30,1,9,1.94591,0,0,0.4285714,0.1777188,6.907755,0.3636,0.29965,13.07149
1993,23,0,9,1.94591,0,0,0.5714286,0.1976127,6.907755,0.3636,0.29965,13.02523
1994,22,1,9,1.94591,0,0,1,0.2135279,6.907755,0.3636,0.29965,13.02538
1994,25,1,9,1.94591,0,0,0.7142857,0.2135279,6.907755,0.3636,0.29965,13.02538
1978,23,1,1,0,0,0,0,0.0318302,6.907755,0.4326,0.50845,14.94865
1991,34,0,3,0,0,0,0.75,0.1618037,6.907755,0.3636,0.29965,13.11097
1991,16,1,7,1.609438,0,0,0.25,0.1618037,6.907755,0.3636,0.29965,13.11097
1992,15,0,6,1.609438,0,0,0.75,0.1777188,6.907755,0.3636,0.29965,13.07149
1994,18,1,9,0,0,0,0.5,0.2135279,6.907755,0.3636,0.29965,13.02538
1977,23,1,1,0,9.601251,0,0,0.1115538,9.903487,0.4301,0.4689,14.94673
1978,18,1,0,0,9.601251,0,0.4285714,0.123506,9.903487,0.4301,0.4689,14.94865
1978,22,0,0,0,9.601251,0,0.1428571,0.123506,9.903487,0.4301,0.4689,14.94865
1980,32,0,1,0,9.601251,0,0.4285714,0.1513944,10.27505,0.5222,0.34995,13.73002
1981,17,1,0,0,9.601251,0,0.5714286,0.1653387,10.27505,0.5222,0.34995,13.62066
1985,17,1,0,0,9.601251,0,0.7142857,0.1965472,10.27505,0.5222,0.34995,13.7792
1994,24,1,0,1.386294,0,0,0.8571429,0.310093,10.43412,0.3798,0.23095,13.02538
1974,29,1,5,0,0,0,0,0.0803453,9.903487,0.4301,0.4689,14.87976
1992,20,1,9,0,0,0,0.5,0.2868526,10.43412,0.3798,0.23095,13.07149
1976,17,1,8,0,0,0,0,0.1055777,9.903487,0.4301,0.4689,14.82917
1971,15,0,6,0,0,0,0,0.064409,9.903487,0.4301,0.4689,14.96652
1980,23,1,6,0,0,0,0,0.1513944,10.27505,0.5222,0.34995,13.73002
1975,18,1,6,0,0,0,0.2,0.0889774,9.903487,0.4301,0.4689,14.75543
1981,21,1,6,2.197225,0,0,0.8,0.1653387,10.27505,0.5222,0.34995,13.62066
1981,19,1,6,2.197225,0,0,0.4,0.1653387,10.27505,0.5222,0.34995,13.62066
1985,21,1,4,2.197225,0,0,0.8,0.1965472,10.27505,0.5222,0.34995,13.7792
1968,45,0,5,2.639057,0,0,0,0.0371846,9.615806,0.5915,0.7207,14.54793
1970,24,1,9,2.639057,0,0,0.1111111,0.0551129,9.903487,0.4301,0.4689,14.69026
1970,26,1,16,2.639057,0,0,0.3333333,0.0551129,9.903487,0.4301,0.4689,14.69026
1975,28,1,9,2.639057,0,0,0.3333333,0.0889774,9.903487,0.4301,0.4689,14.75543
1977,29,0,12,2.639057,0,0,0.4444444,0.1115538,9.903487,0.4301,0.4689,14.94673
1978,22,0,15,2.639057,0,0,0.7777778,0.123506,9.903487,0.4301,0.4689,14.94865
1978,26,0,12,2.639057,0,0,0.5555556,0.123506,9.903487,0.4301,0.4689,14.94865
1980,20,0,12,2.639057,0,0,0.7777778,0.1513944,10.27505,0.5222,0.34995,13.73002
1984,26,1,16,2.639057,0,0,0.8888889,0.187251,10.27505,0.5222,0.34995,13.8887
1975,22,1,6,0,0,0,0.25,0.0889774,9.903487,0.4301,0.4689,14.75543
1976,27,0,6,1.94591,0,0,0.5,0.1055777,9.903487,0.4301,0.4689,14.82917
1977,20,0,6,1.94591,0,0,0.75,0.1115538,9.903487,0.4301,0.4689,14.94673
1969,47,1,0,1.94591,0,0,0,0.0458167,9.615806,0.5915,0.7207,14.63935
1974,17,1,6,1.94591,0,0,0.125,0.0803453,9.903487,0.4301,0.4689,14.87976
1982,17,1,10,1.94591,0,0,0.25,0.1739708,10.27505,0.5222,0.34995,13.776
1986,20,0,6,1.94591,0,0,0.375,0.2118194,10.27505,0.5222,0.34995,13.90484
1989,58,0,2,1.94591,0,0,0.5,0.2403719,10.27505,0.5222,0.34995,13.40105
1991,31,0,13,1.94591,0,0,1,0.2749004,10.43412,0.3798,0.23095,13.11097
1991,32,1,3,1.94591,0,0,1,0.2749004,10.43412,0.3798,0.23095,13.11097
1991,42,1,7,1.94591,0,0,0.625,0.2749004,10.43412,0.3798,0.23095,13.11097
1985,35,1,19,2.772589,0,0,0,0.1965472,10.27505,0.5222,0.34995,13.7792
1975,23,0,6,0,0,0,0.2,0.0889774,9.903487,0.4301,0.4689,14.75543
1977,17,1,7,0,11.21063,0,0.4,0.1115538,9.903487,0.4301,0.4689,14.94673
1987,37,0,12,0,0,1,0.6,0.2191235,10.27505,0.5222,0.34995,13.67292
1993,20,0,9,2.397895,0,0,0.8,0.2988048,10.43412,0.3798,0.23095,13.02523
1978,18,1,9,0,0,0,0,0.123506,9.903487,0.4301,0.4689,14.94865
1995,18,0,9,0,0,0,1,0.3240372,10.43412,0.3798,0.23095,12.9828
1995,58,0,1,2.197225,0,0,0.3333333,0.3240372,10.43412,0.3798,0.23095,12.9828
1987,30,1,6,0,0,0,0,0.2191235,10.27505,0.5222,0.34995,13.67292
1968,22,1,16,0,0,0,0,0.0371846,9.615806,0.5915,0.7207,14.54793
1994,23,1,16,0,0,0,0.5,0.310093,10.43412,0.3798,0.23095,13.02538
1977,16,1,9,0,8.908172,0,0.1428571,0.1115538,9.903487,0.4301,0.4689,14.94673
1982,19,1,9,0,0,0,0.2857143,0.1739708,10.27505,0.5222,0.34995,13.776
1984,16,1,6,0,0,0,0.4285714,0.187251,10.27505,0.5222,0.34995,13.8887
1985,18,1,10,0,0,0,0.5714286,0.1965472,10.27505,0.5222,0.34995,13.7792
1992,22,0,6,0,0,0,0.7142857,0.2868526,10.43412,0.3798,0.23095,13.07149
1993,60,0,3,0,0,0,0.8571429,0.2988048,10.43412,0.3798,0.23095,13.02523
1977,18,1,6,1.94591,0,0,0,0.1115538,9.903487,0.4301,0.4689,14.94673
1982,27,1,6,1.94591,0,0,0.1111111,0.1739708,10.27505,0.5222,0.34995,13.776
1984,18,1,6,1.94591,0,0,0.2222222,0.187251,10.27505,0.5222,0.34995,13.8887
1987,24,1,6,1.94591,0,0,0.3333333,0.2191235,10.27505,0.5222,0.34995,13.67292
1990,29,1,6,1.94591,0,0,0.7777778,0.2536521,10.43412,0.3798,0.23095,13.18839
1990,33,0,6,1.94591,0,0,0.7777778,0.2536521,10.43412,0.3798,0.23095,13.18839
1990,22,1,6,1.94591,0,0,0.4444444,0.2536521,10.43412,0.3798,0.23095,13.18839
1994,59,0,4,1.94591,0,0,1,0.310093,10.43412,0.3798,0.23095,13.02538
1994,64,1,1,1.94591,0,0,0.7777778,0.310093,10.43412,0.3798,0.23095,13.02538
1975,15,0,6,0,0,0,0,0.0889774,9.903487,0.4301,0.4689,14.75543
1976,18,1,6,0,0,0,0.5,0.1055777,9.903487,0.4301,0.4689,14.82917
1990,28,1,13,0,0,0,0.5,0.2536521,10.43412,0.3798,0.23095,13.18839
1990,27,0,13,2.484907,0,0,1,0.2536521,10.43412,0.3798,0.23095,13.18839
1986,16,1,9,0,0,0,0,0.2118194,10.27505,0.5222,0.34995,13.90484
1992,19,1,12,0,0,0,0.3333333,0.2868526,10.43412,0.3798,0.23095,13.07149
1994,23,0,14,0,0,0,0.6666667,0.310093,10.43412,0.3798,0.23095,13.02538
1990,36,1,6,1.94591,0,1,0,0.2536521,10.43412,0.3798,0.23095,13.18839
1987,16,1,10,2.564949,9.18587,1,0,0.2191235,10.27505,0.5222,0.34995,13.67292
1975,20,1,3,0,0,0,0,0.0889774,9.903487,0.4301,0.4689,14.75543
1979,16,0,6,0,0,0,0.5,0.1394422,9.903487,0.4301,0.4689,14.56347
1970,20,0,9,2.639057,11.78775,0,0.2857143,0.0551129,9.903487,0.4301,0.4689,14.69026
1974,20,0,4,3.258096,11.78775,0,0.4285714,0.0803453,9.903487,0.4301,0.4689,14.87976
1975,54,0,0,3.258096,11.78775,0,0.5714286,0.0889774,9.903487,0.4301,0.4689,14.75543
1978,20,0,9,2.564949,0,0,0.7142857,0.123506,9.903487,0.4301,0.4689,14.94865
1990,30,0,9,2.564949,0,1,0.8571429,0.2536521,10.43412,0.3798,0.23095,13.18839
1972,20,1,6,0,0,0,0,0.0683931,9.903487,0.4301,0.4689,15.65455
1980,17,0,6,0,0,0,0.5,0.1513944,10.27505,0.5222,0.34995,13.73002
1974,28,0,2,0,9.495898,0,0.5,0.0803453,9.903487,0.4301,0.4689,14.87976
1978,21,1,4,0,0,0,0,0.123506,9.903487,0.4301,0.4689,14.94865
1982,20,1,6,0,0,0,0,0.1739708,10.27505,0.5222,0.34995,13.776
1986,36,0,3,0,0,0,0,0.2118194,10.27505,0.5222,0.34995,13.90484
1986,15,0,8,0,0,0,1,0.2118194,10.27505,0.5222,0.34995,13.90484
1993,26,0,14,2.197225,0,1,0,0.2988048,10.43412,0.3798,0.23095,13.02523
1975,19,0,9,1.791759,0,1,0,0.0889774,9.903487,0.4301,0.4689,14.75543
1975,16,0,7,0,0,0,0,0.0889774,9.903487,0.4301,0.4689,14.75543
1985,41,0,0,0,0,0,0,0.1965472,10.27505,0.5222,0.34995,13.7792
1969,20,1,6,0,8.908172,0,0.0714286,0.0458167,9.615806,0.5915,0.7207,14.63935
1971,18,1,6,0,8.908172,0,0.1428571,0.064409,9.903487,0.4301,0.4689,14.96652
1973,18,1,3,0,8.908172,0,0.2142857,0.0750332,9.903487,0.4301,0.4689,15.62987
1975,18,0,3,1.94591,8.908172,0,0.2857143,0.0889774,9.903487,0.4301,0.4689,14.75543
1979,20,0,3,1.94591,8.908172,0,0.3571429,0.1394422,9.903487,0.4301,0.4689,14.56347
1979,18,1,2,1.94591,8.908172,0,0.5,0.1394422,9.903487,0.4301,0.4689,14.56347
1981,18,1,6,1.94591,8.908172,0,0.5,0.1653387,10.27505,0.5222,0.34995,13.62066
1989,57,0,2,1.94591,8.908172,0,0.5714286,0.2403719,10.27505,0.5222,0.34995,13.40105
1991,24,1,12,1.94591,8.908172,0,0.6428571,0.2749004,10.43412,0.3798,0.23095,13.11097
1994,29,0,3,1.94591,8.908172,0,0.8571429,0.310093,10.43412,0.3798,0.23095,13.02538
1994,24,0,12,1.94591,8.908172,0,0.7142857,0.310093,10.43412,0.3798,0.23095,13.02538
1995,20,1,9,1.94591,8.908172,0,1,0.3240372,10.43412,0.3798,0.23095,12.9828
1995,23,0,13,1.94591,8.908172,0,0.8571429,0.3240372,10.43412,0.3798,0.23095,12.9828
1988,39,1,2,0,0,0,0,0.2304117,10.27505,0.5222,0.34995,13.52272
1984,17,1,6,1.94591,0,0,0,0.187251,10.27505,0.5222,0.34995,13.8887
1989,18,0,6,1.94591,0,0,0.5,0.2403719,10.27505,0.5222,0.34995,13.40105
1977,18,0,6,1.791759,0,0,0,0.1115538,9.903487,0.4301,0.4689,14.94673
1986,15,1,5,1.791759,0,0,0.3333333,0.2118194,10.27505,0.5222,0.34995,13.90484
1994,33,1,4,1.791759,0,0,0.6666667,0.310093,10.43412,0.3798,0.23095,13.02538
1985,28,0,6,2.197225,0,0,0,0.1965472,10.27505,0.5222,0.34995,13.7792
1985,36,1,2,2.197225,0,0,1,0.1965472,10.27505,0.5222,0.34995,13.7792
1983,19,1,6,2.079442,0,0,0,0.1819389,10.27505,0.5222,0.34995,13.93506
1992,24,0,12,2.079442,0,0,0.3333333,0.2868526,10.43412,0.3798,0.23095,13.07149
1995,19,1,9,2.079442,0,0,0.6666667,0.3240372,10.43412,0.3798,0.23095,12.9828
1968,27,1,4,0,0,0,0,0.0371846,9.615806,0.5915,0.7207,14.54793
1985,19,1,6,0,0,0,0.1,0.1965472,10.27505,0.5222,0.34995,13.7792
1986,24,0,3,0,0,0,0.2,0.2118194,10.27505,0.5222,0.34995,13.90484
1987,19,0,8,0,0,0,0.5,0.2191235,10.27505,0.5222,0.34995,13.67292
1987,23,1,11,0,0,0,0.3,0.2191235,10.27505,0.5222,0.34995,13.67292
1989,19,1,6,0,0,0,0.5,0.2403719,10.27505,0.5222,0.34995,13.40105
1991,17,0,9,0,10.5175,0,1,0.2749004,10.43412,0.3798,0.23095,13.11097
1991,15,0,9,0,10.5175,0,0.6,0.2749004,10.43412,0.3798,0.23095,13.11097
1991,19,1,6,0,10.5175,0,1,0.2749004,10.43412,0.3798,0.23095,13.11097
1991,51,0,4,0,10.5175,0,1,0.2749004,10.43412,0.3798,0.23095,13.11097
